Operation Number,Operation Region,Operation Name,Operation Name (Number),Address Line 1,Address Line 2,City,Zip Code,County,Operation Type,Capacity,Permit Issue Date,Today,Dt Load Process,Effective Date 1/1/22,Operating Status 1/1/22,Permit Status 1/1/22,Effective Date 1/8/22,Operating Status 1/8/22,Permit Status 1/8/22,Effective Date 1/15/22,Operating Status 1/15/22,Permit Status 1/15/22,Effective Date 1/22/22,Operating Status 1/22/22,Permit Status 1/22/22,Effective Date 1/29/22,Operating Status 1/29/22,Permit Status 1/29/22
41279-684,8,La Petite Academy Rayburn,La Petite Academy Rayburn (41279-684),700 RAYBURN DR,,SAN ANTONIO,78221,BEXAR,Licensed Center - Child Care Program,118,8/13/85,3/2/22,2/7/22,5/4/20,Y,Full,,,,,,,,,,,,
41752,11,Ricardo Floyd Headstart Center,Ricardo Floyd Headstart Center (41752),4704 NARANJO ST,,LAREDO,78041,WEBB,Licensed Center - Child Care Program,95,7/10/86,3/2/22,2/7/22,5/3/21,Y,Full,,,,,,,,,,,,
41864,11,FUMC Vinson Morris Children's Center,FUMC Vinson Morris Children's Center (41864),900 S SHORELINE BLVD,,CORPUS CHRISTI,78401,NUECES,Licensed Center - Child Care Program,98,5/1/86,3/2/22,2/7/22,5/1/86,Y,Full,,,,,,,,,,,,
42251,11,First Baptist Preschool of Portland,First Baptist Preschool of Portland (42251),1305 WILDCAT DR,,PORTLAND,78374,SAN PATRICIO,Licensed Center - Child Care Program,280,3/28/86,3/2/22,2/7/22,3/28/86,Y,Full,,,,,,,,,,,,
42550,3,First Baptist Church Child Development,First Baptist Church Child Development (42550),801 W AVENUE D,,GARLAND,75040,DALLAS,Licensed Center - Child Care Program,256,3/13/87,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
43019-5214,3,ChildCareGroup Martin Luther King Jr Center,ChildCareGroup Martin Luther King Jr Center (43019-5214),2922 MARTIN LUTHER KING JR BL,,DALLAS,75215,DALLAS,Licensed Center - Child Care Program,114,8/18/86,3/2/22,2/7/22,1/4/21,Y,Full,,,,,,,,,,,,
43274,1,Tulia Child Development Center,Tulia Child Development Center (43274),134 N BOWIE AVE,,TULIA,79088,SWISHER,Licensed Center - Child Care Program,120,12/8/86,3/2/22,2/7/22,4/6/20,Y,Full,,,,,,,,,,,,
43852-747,3,Marquita KinderCare,Marquita KinderCare (43852-747),3700 MARQUITA DR,,FORT WORTH,76116,TARRANT,Licensed Center - Child Care Program,153,11/25/85,3/2/22,2/7/22,5/4/20,Y,Full,,,,,,,,,,,,
44166,2,Ben Donnell Center,Ben Donnell Center (44166),211 E WICHITA ST,,WICHITA FALLS,76306,WICHITA,Licensed Center - Child Care Program,130,8/30/88,3/2/22,2/7/22,8/30/88,Y,Full,,,,,,,,,,,,
45010-684,8,La Petite Academy West Sunset,La Petite Academy West Sunset (45010-684),318 W SUNSET RD,,SAN ANTONIO,78209,BEXAR,Licensed Center - Child Care Program,120,3/13/87,3/2/22,2/7/22,4/27/20,Y,Full,,,,,,,,,,,,
47064,8,Mossrock KinderCare,Mossrock KinderCare (47064),2711 MOSSROCK,,SAN ANTONIO,78230,BEXAR,Licensed Center - Child Care Program,167,7/24/87,3/2/22,2/7/22,7/24/87,Y,Full,,,,,,,,,,,,
47261-747,3,Westcreek KinderCare,Westcreek KinderCare (47261-747),6017 WESTCREEK DR,,FORT WORTH,76133,TARRANT,Licensed Center - Child Care Program,119,2/11/87,3/2/22,2/7/22,11/18/20,Y,Full,,,,,,,,,,,,
47689,7,McLennan Community College CDC,McLennan Community College CDC (47689),1400 COLLEGE DR,,WACO,76708,MCLENNAN,Licensed Center - Child Care Program,122,9/27/91,3/2/22,2/7/22,2/9/21,Y,Full,,,,,,,,,,,,
47829,11,Nazarene Child Care Center,Nazarene Child Care Center (47829),2001 N 7TH ST,,HARLINGEN,78550,CAMERON,Licensed Center - Child Care Program,129,9/5/86,3/2/22,2/7/22,9/5/86,Y,Full,,,,,,,,,,,,
47884,6,School of the Woods #1,School of the Woods #1 (47884),1307 AND 1321 WIRT RD,,HOUSTON,77055,HARRIS,Licensed Center - Child Care Program,307,6/6/86,3/2/22,2/7/22,6/15/20,Y,Full,,,,,,,,,,,,
47980-1086,7,Rosewood Zaragosa Child Development Center Child INC,Rosewood Zaragosa Child Development Center Child INC (47980-1086),2800 WEBBERVILLE RD,,AUSTIN,78702,TRAVIS,Licensed Center - Child Care Program,47,12/20/85,3/2/22,2/7/22,9/13/21,Y,Full,,,,,,,,,,,,
48002,2,Herschel Zale,Herschel Zale (48002),403 LAMAR ST,,WICHITA FALLS,76301,WICHITA,Licensed Center - Child Care Program,84,9/5/86,3/2/22,2/7/22,12/28/20,Y,Full,,,,,,,,,,,,
48119-1128,3,Lily B Clayton CCC,Lily B Clayton CCC (48119-1128),2000 PARK PLACE AVE,,FORT WORTH,76110,TARRANT,Licensed Center - School Age Program,120,8/20/86,3/2/22,2/7/22,11/20/20,Y,Full,,,,,,,,,,,,
48259,10,Rainbow Express Depot CCC,Rainbow Express Depot CCC (48259),104 E 2ND,,VAN HORN,79855,CULBERSON,Licensed Center - Child Care Program,59,6/22/01,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
48290,6,Hand In Hand CD,Hand In Hand CD (48290),1012 E HOUSE ST,,ALVIN,77511,BRAZORIA,Licensed Center - Child Care Program,99,3/10/87,3/2/22,2/7/22,3/10/87,Y,Full,,,,,,,,,,,,
49001,7,El Buen Pastor Early Childhood Development Center,El Buen Pastor Early Childhood Development Center (49001),1208 WILLOW ST,,AUSTIN,78702,TRAVIS,Licensed Center - Child Care Program,117,6/22/87,3/2/22,2/7/22,4/13/20,Y,Full,,,,,,,,,,,,
49372,7,Open Door Central,Open Door Central (49372),1717 W 10TH ST,,AUSTIN,78703,TRAVIS,Licensed Center - Child Care Program,85,6/23/87,3/2/22,2/7/22,8/3/20,Y,Full,,,,,,,,,,,,
50054,8,Immaculate Conception Kindergarten and Nursery,Immaculate Conception Kindergarten and Nursery (50054),2407 W TRAVIS ST,,SAN ANTONIO,78207,BEXAR,Licensed Center - Child Care Program,125,4/3/87,3/2/22,2/7/22,9/14/20,Y,Full,,,,,,,,,,,,
50185,7,Immanuel Baptist CDC,Immanuel Baptist CDC (50185),1401 W CENTRAL AVE,,TEMPLE,76504,BELL,Licensed Center - Child Care Program,200,2/19/86,3/2/22,2/7/22,8/30/21,Y,Full,,,,,,,,,,,,
50203,7,Escuela Montessori de Montopolis,Escuela Montessori de Montopolis (50203),2013 MONTOPOLIS DR,,AUSTIN,78741,TRAVIS,Licensed Center - Child Care Program,60,10/22/93,3/2/22,2/7/22,10/22/93,Y,Full,,,,,,,,,,,,
51229,4,Asbury House Child Enrichment Center,Asbury House Child Enrichment Center (51229),320 S CENTER ST,,LONGVIEW,75601,GREGG,Licensed Center - Child Care Program,58,7/18/95,3/2/22,2/7/22,11/30/20,Y,Full,,,,,,,,,,,,
51715,6,San Jacinto College North Children's Center,San Jacinto College North Children's Center (51715),5800 UVALDE RD,,HOUSTON,77049,HARRIS,Licensed Center - Child Care Program,110,3/19/86,3/2/22,2/7/22,6/15/20,Y,Full,,,,,,,,,,,,
51867,8,Colonial Hills United Methodist School,Colonial Hills United Methodist School (51867),5247 VANCE JACKSON RD,,SAN ANTONIO,78230,BEXAR,Licensed Center - Child Care Program,160,4/20/87,3/2/22,2/7/22,9/8/20,Y,Full,,,,,,,,,,,,
52056,6,Terrace Weekday Programs,Terrace Weekday Programs (52056),1203 WIRT RD,,HOUSTON,77055,HARRIS,Licensed Center - Child Care Program,242,2/24/88,3/2/22,2/7/22,6/22/20,Y,Full,,,,,,,,,,,,
52236,9,ST Luke Christian Child Development Center,ST Luke Christian Child Development Center (52236),2781 W AVENUE N,,SAN ANGELO,76904,TOM GREEN,Licensed Center - Child Care Program,165,1/29/88,3/2/22,2/7/22,9/23/20,Y,Full,,,,,,,,,,,,
52845,3,Texas A&M University - Commerce Childrens Learning Center,Texas A&M University - Commerce Childrens Learning Center (52845),2601 STATE HWY 50,,COMMERCE,75428,HUNT,Licensed Center - Child Care Program,158,6/7/89,3/2/22,2/7/22,7/13/20,Y,Full,,,,,,,,,,,,
52861,7,Saulsbury Jean Wilson Childrens Center,Saulsbury Jean Wilson Childrens Center (52861),206 S 24TH ST,,TEMPLE,76501,BELL,Licensed Center - Child Care Program,41,3/31/86,3/2/22,2/7/22,9/11/20,Y,Full,,,,,,,,,,,,
53272,6,Wee Wuns Weekday Ministries,Wee Wuns Weekday Ministries (53272),13403 CYPRESS NORTH HOUSTON R,,CYPRESS,77429,HARRIS,Licensed Center - Child Care Program,306,9/1/89,3/2/22,2/7/22,9/14/20,Y,Full,,,,,,,,,,,,
53325,6,Presbyterian Day School,Presbyterian Day School (53325),501 3RD ST,,PALACIOS,77465,MATAGORDA,Licensed Center - Child Care Program,51,3/27/86,3/2/22,2/7/22,8/19/20,Y,Full,,,,,,,,,,,,
53710,7,Trinity Child Development Center,Trinity Child Development Center (53710),5801 WESTMINSTER DR,,AUSTIN,78723,TRAVIS,Licensed Center - Child Care Program,48,12/20/88,3/2/22,2/7/22,8/15/01,Y,Full,,,,,,,,,,,,
53750,6,Holy Cross Lutheran Early Learning,Holy Cross Lutheran Early Learning (53750),7901 WESTVIEW DR,,HOUSTON,77055,HARRIS,Licensed Center - Child Care Program,61,10/29/85,3/2/22,2/7/22,9/9/20,Y,Full,,,,,,,,,,,,
53774,3,SIL Childcare,SIL Childcare (53774),7500 W CAMP WISDOM RD,,DALLAS,75236,DALLAS,Licensed Center - Child Care Program,58,8/10/87,3/2/22,2/7/22,5/20/21,Y,Full,1/4/22,N,,,,,,,,,,
53826,1,ST Lukes Pre-school,ST Lukes Pre-school (53826),3708 45TH ST,,LUBBOCK,79413,LUBBOCK,Licensed Center - Child Care Program,99,6/2/87,3/2/22,2/7/22,9/8/20,Y,Full,,,,,,,,,,,,
53871,8,King of Kings Child Care Center,King of Kings Child Care Center (53871),13888 DREAMWOOD DR,,SAN ANTONIO,78233,BEXAR,Licensed Center - Child Care Program,140,12/22/86,3/2/22,2/7/22,6/8/20,Y,Full,,,,,,,,,,,,
54087-704,1,Guadalupe Early Learning Center,Guadalupe Early Learning Center (54087-704),101 AVENUE K,,LUBBOCK,79401,LUBBOCK,Licensed Center - Child Care Program,110,3/8/88,3/2/22,2/7/22,4/1/10,Y,Full,,,,,,,,,,,,
54228,8,Saint Matthews United Methodist,Saint Matthews United Methodist (54228),2738 MACARTHUR VW,,SAN ANTONIO,78217,BEXAR,Licensed Center - Child Care Program,100,5/1/89,3/2/22,2/7/22,9/22/20,Y,Full,,,,,,,,,,,,
54235,8,Schertz 1st Baptist Preschool,Schertz 1st Baptist Preschool (54235),600 AERO AVE,,SCHERTZ,78154,GUADALUPE,Licensed Center - Child Care Program,102,3/1/87,3/2/22,2/7/22,9/21/20,Y,Full,,,,,,,,,,,,
54243,11,Jewish Community Council,Jewish Community Council (54243),750 EVERHART RD,,CORPUS CHRISTI,78411,NUECES,Licensed Center - Child Care Program,143,7/7/91,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
54284,6,Academy Learning Center,Academy Learning Center (54284),3519 BURKE RD,,PASADENA,77504,HARRIS,Licensed Center - Child Care Program,75,2/16/87,3/2/22,2/7/22,4/7/20,Y,Full,,,,,,,,,,,,
54479,7,First Baptist Church CDC/Belton,First Baptist Church CDC/Belton (54479),506 N MAIN ST,,BELTON,76513,BELL,Licensed Center - Child Care Program,320,4/16/87,3/2/22,2/7/22,8/12/20,Y,Full,,,,,,,,,,,,
54485,7,Covenant Presbyterian Day School,Covenant Presbyterian Day School (54485),220 ROCK PRAIRIE RD,,COLLEGE STATION,77845,BRAZOS,Licensed Center - Child Care Program,70,8/23/01,3/2/22,2/7/22,8/24/20,Y,Full,,,,,,,,,,,,
54497,7,St Thomas Early Learning Center,St Thomas Early Learning Center (54497),906 GEORGE BUSH DR,,COLLEGE STATION,77840,BRAZOS,Licensed Center - Child Care Program,126,6/21/93,3/2/22,2/7/22,8/18/20,Y,Full,,,,,,,,,,,,
55127,6,WEST END CHILD DEVELOPMENT CENTER,WEST END CHILD DEVELOPMENT CENTER (55127),170 HEIGHTS BLVD,,HOUSTON,77007,HARRIS,Licensed Center - Child Care Program,75,6/16/87,3/2/22,2/7/22,12/20/21,Y,Full,,,,,,,,,,,,
55128,6,Memorial DR Christian Children,Memorial DR Christian Children (55128),11750 MEMORIAL DR,,HOUSTON,77024,HARRIS,Licensed Center - Child Care Program,85,6/16/86,3/2/22,2/7/22,9/30/20,Y,Full,,,,1/14/22,N,,,,,,,
55192,3,First Presbyterian Church Kindergarten,First Presbyterian Church Kindergarten (55192),834 GRIFFITH AVE,,TERRELL,75160,KAUFMAN,Licensed Center - Child Care Program,50,4/12/87,3/2/22,2/7/22,8/19/20,Y,Full,,,,,,,,,,,,
55201,3,ST Paul Christian Learning Center,ST Paul Christian Learning Center (55201),703 N ELM ST,,DENTON,76201,DENTON,Licensed Center - Child Care Program,66,6/12/87,3/2/22,2/7/22,3/30/20,Y,Full,,,,,,,,,,,,
55443,7,Faith  Preschool,Faith  Preschool (55443),2701 S LAMAR BLVD,,AUSTIN,78704,TRAVIS,Licensed Center - Child Care Program,75,2/19/86,3/2/22,2/7/22,9/8/20,Y,Full,,,,,,,,,,,,
55484,8,Happy Days DCC,Happy Days DCC (55484),602 W NOPAL ST,,CARRIZO SPRINGS,78834,DIMMIT,Licensed Center - Child Care Program,79,1/31/97,3/2/22,2/7/22,9/28/20,Y,Full,,,,,,,,,,,,
55794,6,Deer Park Methodist Weekday SC,Deer Park Methodist Weekday SC (55794),1300 E 13TH ST,,DEER PARK,77536,HARRIS,Licensed Center - Child Care Program,80,4/20/94,3/2/22,2/7/22,8/31/20,Y,Full,,,,,,,,,,,,
55825,6,House At Pooh Corner  INC,House At Pooh Corner  INC (55825),2808 FERNDALE ST,,HOUSTON,77098,HARRIS,Licensed Center - Child Care Program,152,2/24/86,3/2/22,2/7/22,2/22/21,Y,Full,,,,,,,,,,,,
55857,4,First United Methodist Preschool,First United Methodist Preschool (55857),204 N MARSHALL ST,,HENDERSON,75652,RUSK,Licensed Center - Child Care Program,120,2/1/91,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
55897,3,Denton Christian Pre School INC,Denton Christian Pre School INC (55897),1114 W UNIVERSITY DR,,DENTON,76201,DENTON,Licensed Center - Child Care Program,50,9/11/98,3/2/22,2/7/22,8/17/20,Y,Full,,,,,,,,,,,,
55902,3,Mildred Haupt Preschool,Mildred Haupt Preschool (55902),4200 CAMP BOWIE BLVD,,FORT WORTH,76107,TARRANT,Licensed Center - Child Care Program,120,6/3/86,3/2/22,2/7/22,9/8/20,Y,Full,,,,,,,,,,,,
56078,6,Holy Spirit  Early Childhood and Primary School,Holy Spirit  Early Childhood and Primary School (56078),12535 PERTHSHIRE RD,,HOUSTON,77024,HARRIS,Licensed Center - Child Care Program,371,8/26/96,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
56181,5,Wee Wisdom Pre-School,Wee Wisdom Pre-School (56181),508 W BLUFF ST,,WOODVILLE,75979,TYLER,Licensed Center - Child Care Program,83,5/1/95,3/2/22,2/7/22,7/27/20,Y,Full,,,,,,,,,,,,
56221,3,First Baptist Church Day Care,First Baptist Church Day Care (56221),317 W ELLISON ST,,BURLESON,76028,JOHNSON,Licensed Center - Child Care Program,280,3/19/87,3/2/22,2/7/22,5/11/20,Y,Full,,,,,,,,,,,,
56464,5,St. Andrews Day School,St. Andrews Day School (56464),1350 N 23RD ST,,BEAUMONT,77706,JEFFERSON,Licensed Center - Child Care Program,80,3/8/89,3/2/22,2/7/22,6/9/20,Y,Full,,,,,,,,,,,,
56901,3,First Methodist School,First Methodist School (56901),403 S MAIN ST,,DUNCANVILLE,75116,DALLAS,Licensed Center - Child Care Program,140,9/18/86,3/2/22,2/7/22,9/8/20,Y,Full,,,,,,,,,,,,
56920,3,Kinderbridge,Kinderbridge (56920),334 W GREEN ST,,STEPHENVILLE,76401,ERATH,Licensed Center - Child Care Program,65,3/4/87,3/2/22,2/7/22,5/19/20,Y,Full,,,,,,,,,,,,
57225,5,Methodist Temple Day School,Methodist Temple Day School (57225),4101 HIGHWAY 73,,PORT ARTHUR,77642,JEFFERSON,Licensed Center - Child Care Program,68,12/11/89,3/2/22,2/7/22,6/8/20,Y,Full,,,,,,,,,,,,
57622,2,School For Little People,School For Little People (57622),909 10TH ST,,WICHITA FALLS,76301,WICHITA,Licensed Center - Child Care Program,130,4/13/87,3/2/22,2/7/22,5/29/20,Y,Full,,,,,,,,,,,,
57737,11,Lynn Flowers Presbyterian Preschool,Lynn Flowers Presbyterian Preschool (57737),104 S 12TH ST,,MCALLEN,78501,HIDALGO,Licensed Center - Child Care Program,95,1/23/86,3/2/22,2/7/22,1/26/21,Y,Full,,,,,,,,,,,,
57750,8,Presbyterian Day School,Presbyterian Day School (57750),2408 N NAVARRO ST,,VICTORIA,77901,VICTORIA,Licensed Center - Child Care Program,92,3/27/87,3/2/22,2/7/22,8/18/20,Y,Full,,,,,,,,,,,,
57856,6,Pilgrim Day Care Center,Pilgrim Day Care Center (57856),3115 BLODGETT ST,,HOUSTON,77004,HARRIS,Licensed Center - Child Care Program,140,7/30/86,3/2/22,2/7/22,7/30/86,Y,Full,,,,,,,,,,,,
57922,9,Ozona Community Center,Ozona Community Center (57922),1604 PRIMARY ST,,OZONA,76943,CROCKETT,Licensed Center - Child Care Program,60,4/1/89,3/2/22,2/7/22,2/1/21,Y,Full,,,,,,,,,,,,
58041,6,St Andrews Presbyterian Childrens Place,St Andrews Presbyterian Childrens Place (58041),5308 BUFFALO SPEEDWAY,,HOUSTON,77005,HARRIS,Licensed Center - Child Care Program,138,4/17/87,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
58481-684,6,La Petite Spencer,La Petite Spencer (58481-684),8414 SPENCER HWY,,LA PORTE,77571,HARRIS,Licensed Center - Child Care Program,136,9/10/85,3/2/22,2/7/22,9/10/85,Y,Full,,,,,,,,,,,,
58599,2,First Baptist WEE School,First Baptist WEE School (58599),1200 9TH ST,,WICHITA FALLS,76301,WICHITA,Licensed Center - Child Care Program,115,10/7/85,3/2/22,2/7/22,3/30/20,Y,Full,,,,,,,,,,,,
58655,3,First United Methodist Day School,First United Methodist Day School (58655),521 W PIPELINE RD,,HURST,76053,TARRANT,Licensed Center - Child Care Program,120,7/11/87,3/2/22,2/7/22,10/1/20,Y,Full,,,,,,,,,,,,
58659,3,Grace Lutheran Early Education,Grace Lutheran Early Education (58659),210 W PARK ROW DR,,ARLINGTON,76010,TARRANT,Licensed Center - Child Care Program,138,10/18/85,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
58813,11,Wesley Preparatory School,Wesley Preparatory School (58813),1406 E AUSTIN AVE,,HARLINGEN,78550,CAMERON,Licensed Center - Child Care Program,120,12/6/90,3/2/22,2/7/22,9/1/20,Y,Full,,,,,,,,,,,,
58961,6,Northwood Montessori School,Northwood Montessori School (58961),14901 WELCOME LN,,HOUSTON,77014,HARRIS,Licensed Center - Child Care Program,91,5/13/87,3/2/22,2/7/22,6/15/20,Y,Full,,,,,,,,,,,,
59129,1,First United Methodist Child Development,First United Methodist Child Development (59129),1001 W 7TH ST,,PLAINVIEW,79072,HALE,Licensed Center - Child Care Program,61,10/31/85,3/2/22,2/7/22,7/23/20,Y,Full,,,,,,,,,,,,
59202,3,Little Ark Nursery and Pre Kindergarten,Little Ark Nursery and Pre Kindergarten (59202),1709 HIGHWAY 50,,COMMERCE,75428,HUNT,Licensed Center - Child Care Program,66,9/12/86,3/2/22,2/7/22,6/2/20,Y,Full,,,,,,,,,,,,
59246,3,His Kids Christian Learning Center,His Kids Christian Learning Center (59246),222 W CHURCH ST,,WEATHERFORD,76086,PARKER,Licensed Center - Child Care Program,153,2/17/87,3/2/22,2/7/22,2/17/87,Y,Full,,,,,,,,,,,,
59262,3,Fielder Road Baptist Early Childhood,Fielder Road Baptist Early Childhood (59262),2011 S FIELDER RD,,ARLINGTON,76013,TARRANT,Licensed Center - Child Care Program,254,10/18/85,3/2/22,2/7/22,8/21/20,Y,Full,,,,,,,,,,,,
59506,5,All Faiths Day School,All Faiths Day School (59506),670 N 5TH ST,,SILSBEE,77656,HARDIN,Licensed Center - Child Care Program,112,5/15/92,3/2/22,2/7/22,8/31/20,Y,Full,,,,,,,,,,,,
59729,3,Preston Hollow Presbyterian Preschool,Preston Hollow Presbyterian Preschool (59729),9800 PRESTON RD,,DALLAS,75230,DALLAS,Licensed Center - Child Care Program,174,10/18/85,3/2/22,2/7/22,9/8/20,Y,Full,,,,,,,,,,,,
59782,7,Central Texas Childrens Center,Central Texas Childrens Center (59782),2000 MARLANDWOOD RD,,TEMPLE,76502,BELL,Licensed Center - Child Care Program,105,2/27/87,3/2/22,2/7/22,2/27/87,Y,Full,,,,,,,,,,,,
59795,7,Texas State Child Development Center,Texas State Child Development Center (59795),102 LUEDERS CT,,SAN MARCOS,78666,HAYS,Licensed Center - Child Care Program,130,10/24/88,3/2/22,2/7/22,9/17/20,Y,Full,,,,,,,,,,,,
59804,7,Love and Learning Center of Milam County,Love and Learning Center of Milam County (59804),1699 HILLCREST DR,,ROCKDALE,76567,MILAM,Licensed Center - Child Care Program,62,2/8/99,3/2/22,2/7/22,1/20/21,Y,Full,,,,,,,,,,,,
59937,5,Presbyterian Day School,Presbyterian Day School (59937),412 9TH ST,,ORANGE,77630,ORANGE,Licensed Center - Child Care Program,65,3/8/90,3/2/22,2/7/22,8/3/20,Y,Full,,,,,,,,,,,,
60201,3,Jewish Community Center of Dallas,Jewish Community Center of Dallas (60201),7900 NORTHAVEN RD,,DALLAS,75230,DALLAS,Licensed Center - Child Care Program,250,11/6/85,3/2/22,2/7/22,6/29/20,Y,Full,,,,,,,,,,,,
60225,3,St Pauls Episcopal Day Care Center,St Pauls Episcopal Day Care Center (60225),8320 JACK FINNEY BLVD,,GREENVILLE,75402,HUNT,Licensed Center - Child Care Program,120,2/3/87,3/2/22,2/7/22,6/8/20,Y,Full,,,,,,,,,,,,
60242,3,First United Methodist Preschool,First United Methodist Preschool (60242),407 NE BARNARD ST,,GLEN ROSE,76043,SOMERVELL,Licensed Center - Child Care Program,39,12/31/97,3/2/22,2/7/22,8/12/20,Y,Full,,,,,,,,,,,,
60428,6,Toddler House 5,Toddler House 5 (60428),150 E WEST RD,,HOUSTON,77060,HARRIS,Licensed Center - Child Care Program,75,5/28/87,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
60448,1,First Baptist Kindergarten,First Baptist Kindergarten (60448),500 MAIN ST,,HEREFORD,79045,DEAFSMITH,Licensed Center - Child Care Program,85,3/8/91,3/2/22,2/7/22,3/8/91,Y,Full,,,,,,,,,,,,
60503,1,Amarillo Montessori Academy,Amarillo Montessori Academy (60503),3806 BOWIE ST,,AMARILLO,79110,RANDALL,Licensed Center - Child Care Program,255,10/24/85,3/2/22,2/7/22,10/24/85,Y,Full,,,,,,,,,,,,
60517,2,Children Come 1st,Children Come 1st (60517),3701 TAFT BLVD,,WICHITA FALLS,76308,WICHITA,Licensed Center - Child Care Program,90,12/2/85,3/2/22,2/7/22,12/2/20,Y,Full,,,,,,,,,,,,
60660,6,University Houston CCC,University Houston CCC (60660),3859 WHEELER ST,,HOUSTON,77004,HARRIS,Licensed Center - Child Care Program,304,5/26/89,3/2/22,2/7/22,8/18/20,Y,Full,,,,,,,,,,,,
60676,6,Holy Comforter Day School,Holy Comforter Day School (60676),227 S CHENANGO ST,,ANGLETON,77515,BRAZORIA,Licensed Center - Child Care Program,124,12/19/85,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
60681,6,Methodist Day School,Methodist Day School (60681),3900 LEXINGTON BLVD,,MISSOURI CITY,77459,FORT BEND,Licensed Center - Child Care Program,250,1/14/86,3/2/22,2/7/22,2/22/21,Y,Full,,,,,,,,,,,,
60734,8,St. Thomas Episcopal School,St. Thomas Episcopal School (60734),1416 N LOOP 1604 E,,SAN ANTONIO,78232,BEXAR,Licensed Center - Child Care Program,34,11/12/85,3/2/22,2/7/22,8/24/20,Y,Full,,,,,,,,,,,,
60808,2,Wylie Baptist Church CDC,Wylie Baptist Church CDC (60808),6097 BUFFALO GAP RD,,ABILENE,79606,TAYLOR,Licensed Center - Child Care Program,150,1/1/86,3/2/22,2/7/22,3/8/19,N,Full,,,,,,,,,,,,
61022,1,Amarillo College Child Development Lab School,Amarillo College Child Development Lab School (61022),6222 W 9TH AVE,,AMARILLO,79106,POTTER,Licensed Center - Child Care Program,35,2/29/96,3/2/22,2/7/22,6/4/20,Y,Full,,,,,,,,,,,,
61134,6,School for Little Children,School for Little Children (61134),431 ELDRIDGE RD,,SUGAR LAND,77478,FORT BEND,Licensed Center - Child Care Program,195,10/2/85,3/2/22,2/7/22,3/26/20,Y,Full,,,,,,,,,,,,
61139,6,Toddler House INC No 4,Toddler House INC No 4 (61139),2215 W 34TH ST,,HOUSTON,77018,HARRIS,Licensed Center - Child Care Program,140,3/18/87,3/2/22,2/7/22,5/26/20,Y,Full,,,,,,,,,,,,
61343,3,Meadowbrook School,Meadowbrook School (61343),5414 W NORTHWEST HWY,,DALLAS,75220,DALLAS,Licensed Center - Child Care Program,86,3/19/87,3/2/22,2/7/22,8/31/20,Y,Full,,,,,,,,,,,,
61353,3,Christian Child Development Center,Christian Child Development Center (61353),907 W MAIN ST,,LEWISVILLE,75067,DENTON,Licensed Center - Child Care Program,286,10/25/85,3/2/22,2/7/22,10/25/85,Y,Full,,,,,,,,,,,,
61536,2,Young Ages School,Young Ages School (61536),3701 TAFT BLVD,,WICHITA FALLS,76308,WICHITA,Licensed Center - Child Care Program,85,5/8/87,3/2/22,2/7/22,5/29/20,Y,Full,,,,,,,,,,,,
61554,8,Hope Lutheran Day Care Center,Hope Lutheran Day Care Center (61554),5714 CALLAGHAN RD,,SAN ANTONIO,78228,BEXAR,Licensed Center - Child Care Program,122,1/9/86,3/2/22,2/7/22,1/9/88,Y,Full,,,,,,,,,,,,
61664,7,Neal Child Development Center,Neal Child Development Center (61664),1306 BARAK LN,,BRYAN,77802,BRAZOS,Licensed Center - Child Care Program,87,7/31/96,3/2/22,2/7/22,8/24/20,Y,Full,,,,,,,,,,,,
